id,delivery_method,customer_id,order_date,ship_date,status,payment_type
12322,Express,522,2025-05-16,2025-05-22,Shipped,Cash on Delivery
12323,Standard,141,2025-06-20,2025-06-27,Delivered,Cash on Delivery
12324,Standard,1420,2025-07-09,2025-07-12,Pending,Card
12325,Express,1854,2025-05-23,2025-05-28,Delivered,Card
12326,Standard,159,2025-06-27,2025-06-30,Pending,Cash on Delivery
12327,Pickup,1016,2025-07-17,2025-07-20,Pending,Bank Transfer
12328,Express,299,2025-06-14,2025-06-17,Shipped,Cash on Delivery
12329,Pickup,1767,2024-07-11,2024-07-13,Delivered,Cash on Delivery
12330,Pickup,67,2025-08-04,2025-08-09,Pending,Bank Transfer
12331,Pickup,188,2024-01-04,2024-01-08,Delivered,Cash on Delivery
12332,Express,177,2025-02-13,2025-02-15,Pending,Card
12333,Pickup,172,2025-08-13,2025-08-19,Delivered,Bank Transfer
12334,Pickup,106,2024-11-18,2024-11-21,Delivered,Card
12335,Express,605,2025-03-30,2025-04-06,Shipped,Bank Transfer
12336,Pickup,691,2025-08-11,2025-08-18,Delivered,Card
12337,Pickup,1405,2024-10-19,2024-10-24,Pending,Bank Transfer
12338,Standard,1713,2025-03-25,2025-03-30,Shipped,Card
12339,Pickup,603,2025-07-31,2025-08-04,Pending,Bank Transfer
12340,Pickup,842,2025-01-09,2025-01-12,Shipped,Cash on Delivery
12341,Express,935,2024-05-23,2024-05-28,Shipped,Bank Transfer
12342,Standard,1287,2024-06-11,2024-06-15,Shipped,Cash on Delivery
12343,Pickup,22,2024-03-12,2024-03-18,Delivered,Card
12344,Express,783,2025-05-05,2025-05-08,Delivered,Cash on Delivery
12345,Standard,838,2025-05-24,2025-05-31,Pending,Bank Transfer
12346,Pickup,115,2024-08-07,2024-08-11,Delivered,Bank Transfer
12347,Standard,1712,2024-03-28,2024-04-01,Delivered,Bank Transfer
12348,Pickup,761,2025-06-18,2025-06-24,Delivered,Bank Transfer
12349,Pickup,296,2024-10-30,2024-11-06,Shipped,Cash on Delivery
12350,Express,685,2025-07-02,2025-07-07,Delivered,Card
12351,Pickup,1779,2024-12-13,2024-12-18,Shipped,Card
12352,Standard,1501,2024-12-08,2024-12-13,Shipped,Card
12353,Pickup,1106,2024-10-11,2024-10-16,Shipped,Cash on Delivery
12354,Express,1775,2024-07-28,2024-07-30,Shipped,Cash on Delivery
12355,Pickup,121,2025-05-21,2025-05-24,Pending,Cash on Delivery
12356,Express,1547,2025-08-11,2025-08-13,Shipped,Bank Transfer
12357,Standard,629,2024-07-16,2024-07-23,Pending,Bank Transfer
12358,Standard,289,2024-05-23,2024-05-30,Delivered,Card
12359,Pickup,1768,2024-10-28,2024-10-31,Delivered,Bank Transfer
12360,Pickup,1341,2024-12-13,2024-12-15,Shipped,Bank Transfer
12361,Pickup,720,2024-09-14,2024-09-18,Pending,Bank Transfer
12362,Standard,97,2025-05-20,2025-05-22,Pending,Bank Transfer
12363,Express,1945,2024-10-31,2024-11-04,Pending,Cash on Delivery
12364,Express,1696,2025-03-06,2025-03-09,Pending,Cash on Delivery
12365,Express,598,2025-02-10,2025-02-12,Pending,Card
12366,Standard,1728,2025-05-25,2025-05-28,Shipped,Card
12367,Pickup,1099,2025-03-19,2025-03-26,Delivered,Bank Transfer
12368,Pickup,681,2025-01-07,2025-01-12,Shipped,Card
12369,Express,850,2024-03-31,2024-04-03,Shipped,Cash on Delivery
12370,Standard,1143,2025-05-06,2025-05-10,Pending,Bank Transfer
12371,Standard,1465,2025-04-25,2025-04-28,Shipped,Card
12372,Express,692,2025-07-05,2025-07-12,Delivered,Card
12373,Standard,98,2025-05-19,2025-05-23,Shipped,Bank Transfer
12374,Express,1851,2025-01-15,2025-01-20,Delivered,Card
12375,Standard,781,2024-08-07,2024-08-10,Delivered,Cash on Delivery
12376,Express,853,2025-02-08,2025-02-15,Pending,Cash on Delivery
12377,Express,1438,2025-04-13,2025-04-20,Delivered,Bank Transfer
12378,Standard,1955,2024-12-19,2024-12-24,Pending,Bank Transfer
12379,Pickup,344,2025-07-03,2025-07-08,Shipped,Card
12380,Pickup,1702,2025-07-31,2025-08-03,Delivered,Bank Transfer
12381,Standard,1439,2025-05-04,2025-05-10,Shipped,Bank Transfer
12382,Pickup,42,2024-12-01,2024-12-05,Delivered,Bank Transfer
12383,Standard,712,2025-03-07,2025-03-12,Pending,Bank Transfer
12384,Express,1095,2025-08-12,2025-08-14,Delivered,Bank Transfer
12385,Pickup,320,2024-11-08,2024-11-11,Shipped,Card
12386,Express,568,2025-08-08,2025-08-13,Shipped,Bank Transfer
12387,Express,232,2025-08-10,2025-08-14,Delivered,Bank Transfer
12388,Express,1237,2025-01-15,2025-01-18,Delivered,Card
12389,Standard,570,2025-07-22,2025-07-26,Shipped,Bank Transfer
12390,Pickup,80,2025-01-12,2025-01-16,Pending,Card
12391,Standard,1868,2025-07-23,2025-07-28,Pending,Card
12392,Express,1017,2025-04-21,2025-04-23,Pending,Cash on Delivery
12393,Pickup,1180,2025-01-02,2025-01-07,Pending,Cash on Delivery
12394,Pickup,1633,2024-12-17,2024-12-23,Pending,Card
12395,Express,220,2025-07-03,2025-07-07,Shipped,Cash on Delivery
12396,Express,961,2025-05-29,2025-05-31,Pending,Cash on Delivery
12397,Pickup,1941,2025-07-12,2025-07-14,Delivered,Card
12398,Express,705,2024-07-13,2024-07-19,Delivered,Bank Transfer
12399,Pickup,1924,2024-11-21,2024-11-28,Pending,Cash on Delivery
12400,Standard,819,2025-03-17,2025-03-23,Shipped,Cash on Delivery
12401,Express,692,2025-02-25,2025-03-03,Pending,Bank Transfer
12402,Standard,137,2025-08-04,2025-08-08,Pending,Bank Transfer
12403,Pickup,1437,2024-10-15,2024-10-18,Shipped,Card
12404,Standard,457,2024-09-05,2024-09-09,Delivered,Card
12405,Standard,139,2025-06-20,2025-06-27,Delivered,Cash on Delivery
12406,Express,10,2025-08-13,2025-08-19,Delivered,Card
12407,Express,219,2024-09-27,2024-10-04,Shipped,Cash on Delivery
12408,Pickup,1315,2025-02-27,2025-03-06,Delivered,Card
12409,Standard,1464,2025-02-27,2025-03-05,Shipped,Card
12410,Standard,388,2024-12-08,2024-12-14,Shipped,Card
12411,Standard,1257,2025-08-08,2025-08-11,Pending,Bank Transfer
12412,Standard,451,2025-08-11,2025-08-18,Shipped,Cash on Delivery
12413,Pickup,1763,2024-09-17,2024-09-19,Pending,Bank Transfer
12414,Express,1918,2025-01-04,2025-01-08,Delivered,Card
12415,Pickup,15,2025-05-24,2025-05-30,Pending,Bank Transfer
12416,Express,1905,2025-08-05,2025-08-10,Shipped,Cash on Delivery
12417,Standard,1828,2024-09-14,2024-09-16,Pending,Bank Transfer
12418,Standard,785,2025-08-13,2025-08-19,Shipped,Cash on Delivery
12419,Express,151,2024-07-10,2024-07-13,Delivered,Bank Transfer
12420,Pickup,397,2025-07-22,2025-07-27,Pending,Cash on Delivery
12421,Standard,847,2024-09-20,2024-09-23,Delivered,Card
12422,Express,914,2025-02-12,2025-02-15,Pending,Cash on Delivery
12423,Pickup,138,2024-05-17,2024-05-23,Delivered,Cash on Delivery
12424,Standard,1519,2024-09-29,2024-10-03,Pending,Cash on Delivery
12425,Express,1531,2025-05-31,2025-06-04,Pending,Bank Transfer
12426,Standard,1797,2025-08-13,2025-08-19,Delivered,Bank Transfer
12427,Pickup,1513,2025-07-01,2025-07-08,Shipped,Card
12428,Standard,1531,2025-06-09,2025-06-11,Shipped,Cash on Delivery
12429,Pickup,1885,2025-08-07,2025-08-12,Shipped,Bank Transfer
12430,Express,515,2024-11-27,2024-11-29,Pending,Card
12431,Standard,1580,2025-06-27,2025-07-03,Shipped,Cash on Delivery
12432,Pickup,475,2025-04-14,2025-04-21,Delivered,Cash on Delivery
12433,Express,678,2025-05-27,2025-06-03,Pending,Card
12434,Express,265,2025-05-09,2025-05-11,Shipped,Cash on Delivery
12435,Express,172,2025-08-11,2025-08-14,Delivered,Card
12436,Express,1456,2025-05-03,2025-05-10,Delivered,Cash on Delivery
12437,Express,227,2025-08-06,2025-08-08,Shipped,Cash on Delivery
12438,Pickup,703,2025-06-17,2025-06-20,Delivered,Cash on Delivery
12439,Express,1210,2025-01-24,2025-01-29,Delivered,Bank Transfer
12440,Pickup,1747,2025-04-25,2025-04-27,Pending,Card
12441,Pickup,410,2025-03-29,2025-04-04,Pending,Card
12442,Express,1786,2025-08-13,2025-08-15,Shipped,Card
12443,Standard,409,2024-11-24,2024-11-28,Shipped,Bank Transfer
12444,Express,666,2024-10-29,2024-11-04,Delivered,Card
12445,Standard,874,2025-04-17,2025-04-24,Delivered,Cash on Delivery
12446,Pickup,1491,2024-07-18,2024-07-22,Shipped,Bank Transfer
12447,Standard,612,2024-06-14,2024-06-16,Pending,Bank Transfer
12448,Pickup,1776,2025-05-30,2025-06-04,Pending,Bank Transfer
12449,Pickup,34,2025-08-14,2025-08-21,Pending,Card
12450,Pickup,1442,2024-04-02,2024-04-05,Delivered,Card
12451,Pickup,1546,2025-03-23,2025-03-27,Shipped,Bank Transfer
12452,Standard,1500,2025-03-07,2025-03-13,Delivered,Card
12453,Standard,1890,2025-08-13,2025-08-16,Delivered,Bank Transfer
12454,Express,1536,2024-04-02,2024-04-05,Pending,Cash on Delivery
12455,Pickup,128,2025-06-18,2025-06-23,Delivered,Card
12456,Pickup,749,2024-10-01,2024-10-04,Pending,Cash on Delivery
12457,Express,870,2025-07-10,2025-07-15,Pending,Card
12458,Standard,1162,2024-08-11,2024-08-14,Delivered,Cash on Delivery
12459,Standard,521,2025-02-01,2025-02-06,Pending,Bank Transfer
12460,Express,791,2025-06-16,2025-06-23,Delivered,Bank Transfer
12461,Pickup,877,2025-08-02,2025-08-06,Pending,Card
12462,Express,637,2025-02-14,2025-02-18,Pending,Cash on Delivery
12463,Standard,310,2025-08-12,2025-08-17,Shipped,Bank Transfer
12464,Standard,1599,2025-01-30,2025-02-04,Shipped,Card
12465,Standard,778,2024-03-26,2024-03-29,Shipped,Card
12466,Pickup,731,2024-09-11,2024-09-18,Delivered,Bank Transfer
12467,Standard,694,2024-08-19,2024-08-24,Delivered,Bank Transfer
12468,Express,1111,2025-08-13,2025-08-17,Delivered,Card
12469,Pickup,635,2025-01-27,2025-01-31,Pending,Bank Transfer
12470,Pickup,638,2025-02-07,2025-02-12,Delivered,Bank Transfer
12471,Pickup,369,2025-07-09,2025-07-11,Pending,Bank Transfer
12472,Pickup,836,2025-06-21,2025-06-27,Shipped,Cash on Delivery
12473,Standard,437,2025-08-11,2025-08-17,Delivered,Card
12474,Express,476,2025-08-11,2025-08-15,Shipped,Bank Transfer
12475,Express,961,2025-05-31,2025-06-04,Pending,Card
12476,Pickup,1974,2025-07-02,2025-07-07,Shipped,Bank Transfer
12477,Express,1396,2025-04-03,2025-04-05,Shipped,Card
12478,Express,1655,2024-12-31,2025-01-06,Delivered,Card
12479,Standard,383,2025-07-11,2025-07-17,Delivered,Bank Transfer
12480,Pickup,683,2024-02-17,2024-02-21,Pending,Cash on Delivery
12481,Standard,1618,2025-08-04,2025-08-09,Pending,Card
12482,Pickup,1722,2025-03-11,2025-03-14,Delivered,Bank Transfer
12483,Pickup,1379,2025-01-28,2025-02-02,Pending,Cash on Delivery
12484,Express,1138,2024-04-16,2024-04-22,Pending,Cash on Delivery
12485,Express,774,2025-03-02,2025-03-05,Delivered,Cash on Delivery
12486,Express,1561,2024-12-08,2024-12-12,Delivered,Card
12487,Standard,1475,2025-07-29,2025-08-05,Shipped,Card
12488,Express,1981,2024-12-02,2024-12-06,Shipped,Card
12489,Standard,1520,2025-07-26,2025-08-02,Shipped,Card
12490,Express,1054,2025-07-12,2025-07-15,Delivered,Cash on Delivery
12491,Standard,1368,2025-02-02,2025-02-04,Shipped,Cash on Delivery
12492,Standard,1502,2025-03-31,2025-04-06,Shipped,Bank Transfer
12493,Pickup,595,2025-08-01,2025-08-04,Shipped,Bank Transfer
12494,Express,552,2025-06-01,2025-06-04,Pending,Bank Transfer
12495,Standard,263,2025-02-09,2025-02-16,Shipped,Cash on Delivery
12496,Express,925,2024-05-27,2024-06-01,Shipped,Bank Transfer
12497,Express,1848,2025-08-04,2025-08-08,Pending,Card
12498,Pickup,68,2024-12-26,2024-12-29,Delivered,Bank Transfer
12499,Standard,215,2024-03-04,2024-03-09,Pending,Cash on Delivery
12500,Express,564,2025-03-11,2025-03-14,Pending,Card
12501,Pickup,837,2025-08-09,2025-08-16,Delivered,Cash on Delivery
12502,Standard,1772,2025-05-31,2025-06-05,Pending,Card
12503,Express,197,2024-05-18,2024-05-20,Pending,Cash on Delivery
12504,Standard,1439,2024-08-11,2024-08-18,Pending,Card
12505,Pickup,1492,2024-08-22,2024-08-25,Shipped,Card
12506,Pickup,79,2024-11-15,2024-11-19,Shipped,Bank Transfer
12507,Pickup,220,2025-03-03,2025-03-05,Shipped,Card
12508,Pickup,195,2025-07-06,2025-07-09,Shipped,Card
12509,Pickup,828,2025-07-23,2025-07-26,Shipped,Card
12510,Express,268,2025-05-24,2025-05-31,Pending,Card
12511,Express,475,2025-07-07,2025-07-12,Delivered,Bank Transfer
12512,Pickup,1687,2025-07-22,2025-07-29,Shipped,Bank Transfer
12513,Express,470,2024-09-08,2024-09-14,Shipped,Cash on Delivery
12514,Pickup,1748,2025-02-07,2025-02-12,Pending,Cash on Delivery
12515,Standard,937,2025-03-01,2025-03-06,Pending,Card
12516,Pickup,934,2025-07-05,2025-07-08,Pending,Bank Transfer
12517,Pickup,137,2025-08-02,2025-08-08,Delivered,Bank Transfer
12518,Express,1694,2025-06-22,2025-06-27,Delivered,Cash on Delivery
12519,Express,251,2024-03-21,2024-03-23,Delivered,Bank Transfer
12520,Standard,615,2025-06-12,2025-06-15,Delivered,Bank Transfer
12521,Standard,684,2025-07-11,2025-07-18,Delivered,Card
12522,Express,1558,2024-07-01,2024-07-03,Pending,Cash on Delivery
12523,Express,990,2025-06-11,2025-06-13,Delivered,Cash on Delivery
12524,Standard,1267,2025-08-11,2025-08-14,Pending,Card
12525,Express,894,2025-08-03,2025-08-10,Delivered,Card
12526,Pickup,1111,2025-07-28,2025-07-31,Delivered,Bank Transfer
12527,Pickup,1523,2025-02-25,2025-03-04,Shipped,Cash on Delivery
12528,Standard,1058,2025-02-27,2025-03-03,Pending,Bank Transfer
12529,Pickup,860,2025-07-16,2025-07-18,Pending,Cash on Delivery
12530,Standard,727,2025-01-12,2025-01-18,Pending,Cash on Delivery
12531,Express,1786,2025-08-13,2025-08-18,Delivered,Card
12532,Pickup,801,2025-07-27,2025-08-02,Shipped,Card
12533,Pickup,1022,2025-05-26,2025-06-01,Shipped,Card
12534,Express,762,2025-01-15,2025-01-21,Delivered,Card
12535,Standard,357,2025-03-24,2025-03-28,Shipped,Card
12536,Standard,147,2025-05-15,2025-05-17,Pending,Card
12537,Express,494,2024-07-01,2024-07-06,Shipped,Cash on Delivery
12538,Pickup,1153,2025-07-30,2025-08-06,Delivered,Card
12539,Express,1209,2025-08-10,2025-08-15,Pending,Cash on Delivery
12540,Express,521,2025-07-22,2025-07-26,Shipped,Cash on Delivery
12541,Standard,222,2025-02-25,2025-03-04,Shipped,Bank Transfer
12542,Express,873,2025-06-03,2025-06-06,Shipped,Card
12543,Pickup,1186,2025-04-04,2025-04-09,Delivered,Card
12544,Pickup,958,2025-06-11,2025-06-16,Shipped,Cash on Delivery
12545,Standard,1090,2023-11-17,2023-11-21,Shipped,Bank Transfer
12546,Express,338,2024-11-13,2024-11-15,Pending,Bank Transfer
12547,Pickup,1097,2025-03-30,2025-04-06,Shipped,Card
12548,Express,1829,2025-05-04,2025-05-09,Delivered,Bank Transfer
12549,Express,1007,2025-03-25,2025-03-30,Delivered,Card
12550,Express,17,2025-06-02,2025-06-07,Shipped,Cash on Delivery
12551,Pickup,629,2025-07-27,2025-08-03,Shipped,Card
12552,Express,662,2025-02-26,2025-03-02,Pending,Card
12553,Pickup,851,2025-05-31,2025-06-05,Delivered,Cash on Delivery
12554,Express,409,2025-03-21,2025-03-23,Shipped,Card
12555,Standard,1675,2024-11-12,2024-11-15,Delivered,Cash on Delivery
12556,Express,43,2025-03-23,2025-03-27,Pending,Card
12557,Standard,170,2024-08-01,2024-08-08,Delivered,Bank Transfer
12558,Pickup,1662,2025-08-04,2025-08-09,Pending,Cash on Delivery
12559,Express,550,2025-01-01,2025-01-03,Delivered,Card
12560,Pickup,7,2025-08-11,2025-08-18,Pending,Card
12561,Express,1599,2025-06-28,2025-07-03,Shipped,Card
12562,Express,1207,2024-11-02,2024-11-06,Delivered,Cash on Delivery
12563,Express,910,2024-11-30,2024-12-03,Pending,Card
12564,Pickup,1705,2025-07-17,2025-07-22,Shipped,Cash on Delivery
12565,Express,925,2024-12-13,2024-12-15,Shipped,Cash on Delivery
12566,Express,1222,2025-08-11,2025-08-17,Pending,Card
12567,Standard,1639,2025-07-28,2025-08-01,Pending,Cash on Delivery
12568,Pickup,677,2025-01-01,2025-01-05,Delivered,Cash on Delivery
12569,Standard,1349,2024-04-24,2024-04-29,Shipped,Bank Transfer
12570,Pickup,1008,2024-11-15,2024-11-17,Pending,Bank Transfer
12571,Standard,694,2024-10-28,2024-11-02,Shipped,Cash on Delivery
12572,Pickup,400,2025-02-11,2025-02-17,Pending,Cash on Delivery
12573,Express,439,2025-06-22,2025-06-25,Delivered,Cash on Delivery
12574,Pickup,1707,2025-07-14,2025-07-20,Pending,Card
12575,Express,1958,2024-07-10,2024-07-14,Pending,Card
12576,Pickup,1699,2025-04-08,2025-04-13,Pending,Bank Transfer
12577,Pickup,1559,2025-07-09,2025-07-16,Delivered,Bank Transfer
12578,Express,1464,2025-02-24,2025-03-03,Pending,Bank Transfer
12579,Pickup,1216,2025-04-07,2025-04-09,Shipped,Bank Transfer
12580,Standard,1710,2025-07-13,2025-07-16,Pending,Cash on Delivery
12581,Express,1863,2025-03-15,2025-03-19,Pending,Cash on Delivery
12582,Standard,343,2024-10-17,2024-10-24,Delivered,Card
12583,Standard,1303,2024-11-18,2024-11-23,Shipped,Bank Transfer
12584,Pickup,142,2025-06-27,2025-07-03,Pending,Bank Transfer
12585,Standard,747,2025-08-09,2025-08-13,Shipped,Card
12586,Standard,1609,2025-06-30,2025-07-07,Pending,Card
12587,Pickup,1759,2024-05-14,2024-05-17,Delivered,Bank Transfer
12588,Express,1615,2024-12-16,2024-12-18,Shipped,Card
12589,Pickup,1657,2025-02-03,2025-02-08,Delivered,Bank Transfer
12590,Standard,1665,2025-06-30,2025-07-04,Pending,Cash on Delivery
12591,Pickup,1127,2025-02-21,2025-02-26,Pending,Cash on Delivery
12592,Express,1861,2024-05-20,2024-05-27,Delivered,Card
12593,Standard,938,2024-12-16,2024-12-23,Delivered,Bank Transfer
12594,Standard,1062,2024-01-31,2024-02-05,Shipped,Card
12595,Pickup,991,2025-08-09,2025-08-12,Pending,Bank Transfer
12596,Pickup,1177,2025-06-23,2025-06-25,Delivered,Card
12597,Express,1780,2025-07-18,2025-07-20,Shipped,Cash on Delivery
12598,Pickup,1677,2025-01-27,2025-01-29,Shipped,Card
12599,Standard,619,2025-08-06,2025-08-11,Pending,Card
12600,Pickup,215,2024-02-29,2024-03-02,Pending,Card
12601,Express,1928,2025-04-09,2025-04-11,Pending,Card
12602,Express,1435,2024-11-15,2024-11-20,Delivered,Cash on Delivery
12603,Express,151,2025-04-20,2025-04-23,Pending,Cash on Delivery
12604,Standard,447,2025-02-11,2025-02-13,Shipped,Cash on Delivery
12605,Standard,132,2025-06-07,2025-06-09,Shipped,Cash on Delivery
12606,Express,1181,2025-04-04,2025-04-11,Delivered,Cash on Delivery
12607,Standard,336,2025-02-27,2025-03-03,Pending,Cash on Delivery
12608,Standard,1464,2024-10-23,2024-10-26,Shipped,Cash on Delivery
12609,Express,388,2025-06-25,2025-06-30,Delivered,Bank Transfer
12610,Standard,1350,2024-10-03,2024-10-06,Pending,Card
12611,Standard,1788,2025-08-10,2025-08-13,Shipped,Cash on Delivery
12612,Express,467,2025-04-24,2025-04-26,Delivered,Card
12613,Standard,133,2025-01-15,2025-01-18,Shipped,Card
12614,Pickup,141,2025-05-31,2025-06-04,Shipped,Card
12615,Standard,1255,2025-08-06,2025-08-10,Shipped,Cash on Delivery
12616,Pickup,1230,2025-03-02,2025-03-06,Delivered,Cash on Delivery
12617,Pickup,95,2024-12-13,2024-12-18,Delivered,Card
12618,Standard,1892,2025-04-19,2025-04-25,Delivered,Card
12619,Standard,74,2025-08-09,2025-08-11,Pending,Bank Transfer
12620,Express,753,2025-07-16,2025-07-23,Shipped,Bank Transfer
12621,Standard,196,2025-06-11,2025-06-17,Delivered,Bank Transfer
12622,Standard,595,2025-06-21,2025-06-25,Delivered,Cash on Delivery
12623,Pickup,1364,2024-12-08,2024-12-12,Pending,Cash on Delivery
12624,Standard,1983,2024-08-27,2024-08-30,Delivered,Bank Transfer
12625,Express,1823,2024-04-24,2024-04-27,Pending,Cash on Delivery
12626,Standard,2000,2025-06-17,2025-06-19,Delivered,Bank Transfer
12627,Express,1561,2024-11-05,2024-11-12,Shipped,Card
12628,Pickup,615,2025-07-09,2025-07-15,Shipped,Bank Transfer
12629,Standard,87,2024-09-06,2024-09-09,Shipped,Cash on Delivery
12630,Standard,101,2025-06-20,2025-06-26,Pending,Card
12631,Express,1788,2025-08-02,2025-08-09,Delivered,Bank Transfer
12632,Pickup,1121,2025-06-12,2025-06-18,Delivered,Bank Transfer
12633,Express,520,2024-01-30,2024-02-05,Pending,Cash on Delivery
12634,Express,1237,2024-12-28,2025-01-01,Pending,Bank Transfer
12635,Express,488,2025-06-02,2025-06-07,Delivered,Card
12636,Express,1292,2025-06-22,2025-06-24,Shipped,Bank Transfer
12637,Express,21,2024-12-26,2025-01-02,Shipped,Bank Transfer
12638,Standard,1040,2025-01-13,2025-01-16,Delivered,Card
12639,Standard,1248,2024-06-14,2024-06-21,Pending,Card
12640,Standard,716,2025-02-25,2025-03-04,Pending,Card
12641,Standard,915,2024-09-24,2024-09-30,Shipped,Cash on Delivery
12642,Standard,645,2025-08-06,2025-08-08,Delivered,Bank Transfer
12643,Pickup,521,2025-05-15,2025-05-18,Pending,Cash on Delivery
12644,Express,670,2025-01-06,2025-01-11,Pending,Bank Transfer
12645,Pickup,1306,2025-07-18,2025-07-23,Delivered,Bank Transfer
12646,Standard,912,2025-07-27,2025-08-03,Pending,Card
12647,Pickup,1135,2024-08-27,2024-08-30,Pending,Card
